Year;Age;Female_Deaths;Male_Deaths;Total_Deaths;Female_Rate_Deaths;Male_Rate_Deaths;Total_Rate_Deaths;Female_Population;Male_Population;Total_Population
2006;98;206;75;281;0,285657;0,356885;0,30173;679,09;197,51;876,6
2006;99;157;52;209;0,328111;0,404156;0,344226;454,49;121,25;575,74
2006;100;116;30;146;0,381784;0,382873;0,382007;287,54;75,5;363,04
2006;101;70;22;92;0,36398;0,47607;0,385696;185,92;41,63;227,55
2006;102;45;6;51;0,364368;0,215182;0,336889;116,1;27;143,1
2006;103;43;10;53;0,598497;0,562272;0,591309;70,21;16,42;86,63
2006;104;19;2;21;0,473088;0,193955;0,416061;39,46;9,67;49,13
2006;105;11;3;14;0,441915;0,362465;0,422089;24,63;9,33;33,96
2006;106;5;3;8;0,328803;0,56908;0,390657;13,36;4,1;17,46
2006;107;2;0;2;0,242131;0;0,202634;6,46;0,44;6,9
2006;108;2;0;2;0,329218;0;0,304183;7,63;0,56;8,19
2006;109;6;0;6;1,282051;0;1,098901;5,73;1;6,73
2006;110;2;1;3;0,513699;0,406504;0,472193;3,36;2,44;5,8
2007;0;858;1151;2009;0,007478;0,009614;0,008569;112490,68;117323,57;229814,25
2007;1;64;72;136;0,000571;0,000613;0,000592;111390,34;117310,35;228700,69
2007;2;29;38;67;0,00026;0,000326;0,000294;111742,9;116076,12;227819,02
2007;3;32;32;64;0,000285;0,000274;0,000279;113357,37;118453,47;231810,84
2007;4;18;24;42;0,000158;0,000202;0,000181;113539,18;118180,77;231719,95
2007;5;14;28;42;0,000126;0,000241;0,000184;109878,44;114694,26;224572,7
2007;6;14;18;32;0,000124;0,000153;0,000139;113197,09;117890,5;231087,59
2007;7;18;26;44;0,000158;0,000219;0,000189;116177,34;120511,87;236689,21
2007;8;17;26;43;0,000143;0,00021;0,000177;120684,7;125147,72;245832,42
2007;9;22;26;48;0,00018;0,000205;0,000193;123771,57;128505,73;252277,3
2007;10;11;31;42;0,000087;0,000237;0,000164;126366,18;130982,18;257348,36
2007;11;18;29;47;0,000141;0,000219;0,000181;129781,88;134157,92;263939,8
2007;12;26;29;55;0,000196;0,000212;0,000204;133320,22;137873,21;271193,43
2007;13;21;33;54;0,000157;0,000238;0,000198;134925,98;139925;274850,98
2007;14;32;32;64;0,000234;0,000226;0,00023;138667,91;143157,79;281825,7
2007;15;39;78;117;0,000278;0,000539;0,000411;141645,46;146222,44;287867,9
2007;16;37;84;121;0,000258;0,000566;0,000414;144844,23;150077,04;294921,27
2007;17;60;111;171;0,000412;0,000737;0,000577;145016,51;149741,58;294758,09
2007;18;48;113;161;0,000335;0,000765;0,000554;139679,7;144083,69;283763,39
2007;19;42;128;170;0,000304;0,000899;0,000606;136658,1;140604,6;277262,7
2007;20;52;134;186;0,000383;0,000966;0,000678;135082,84;137190,16;272273
2007;21;45;139;184;0,000346;0,001048;0,000701;124939,73;128449,06;253388,79
2007;22;39;136;175;0,000314;0,001062;0,000694;122225,17;126604,35;248829,52
2007;23;52;175;227;0,000427;0,001394;0,000918;122952,59;126812,07;249764,66
2007;24;42;157;199;0,000338;0,001243;0,000794;126779,72;127556,26;254335,98
2007;25;49;180;229;0,00038;0,001393;0,000887;127462,39;127384,42;254846,81
2007;26;32;167;199;0,00026;0,001348;0,000805;121118,21;122724,61;243842,82
2007;27;54;159;213;0,000448;0,001307;0,000879;119151,55;120061,53;239213,08
2007;28;58;168;226;0,000493;0,00143;0,000962;115608,04;114834,9;230442,94
2007;29;38;174;212;0,000333;0,001537;0,000932;112950,78;112041,39;224992,17
2007;30;50;150;200;0,00044;0,001342;0,000887;115057,74;112477,27;227535,01
2007;31;59;170;229;0,000502;0,001484;0,000987;120355,42;117218,34;237573,76
2007;32;73;173;246;0,00059;0,001429;0,001005;124519,28;122574,39;247093,67
2007;33;83;205;288;0,000669;0,001676;0,001169;123829,44;122490,92;246320,36
2007;34;57;215;272;0,000462;0,001775;0,001112;123756,62;120666,78;244423,4
2007;35;75;221;296;0,0006;0,001819;0,001201;122988,75;119521,96;242510,71
2007;36;90;240;330;0,00075;0,002063;0,001396;118055,62;114387,63;232443,25
2007;37;88;216;304;0,000744;0,001891;0,001308;120834,93;116773,74;237608,67
2007;38;98;223;321;0,000815;0,001917;0,001357;120407,25;116935;237342,25
2007;39;121;253;374;0,001001;0,002171;0,001575;120752,87;115965,71;236718,58
2007;40;108;236;344;0,000879;0,00201;0,001432;122899,64;117067,46;239967,1
2007;41;136;322;458;0,001091;0,00272;0,001885;126733,44;120292,58;247026,02
2007;42;142;304;446;0,001111;0,002514;0,001793;127852,35;120730,58;248582,93
2007;43;167;361;528;0,001329;0,003019;0,002153;125786,73;120797,61;246584,34
2007;44;184;340;524;0,001461;0,002828;0,002129;124199,61;118372,47;242572,08
2007;45;194;376;570;0,001587;0,003261;0,0024;120944,62;113320,06;234264,68
2007;46;211;405;616;0,00178;0,003618;0,002672;115527,38;110078,29;225605,67
2007;47;226;412;638;0,001926;0,0037;0,002789;120326,55;114161,4;234487,95
2007;48;260;406;666;0,002287;0,003791;0,003017;107801,49;101170,17;208971,66
2007;49;248;450;698;0,002412;0,004646;0,003495;99204,27;94026,28;193230,55
2007;50;245;452;697;0,002456;0,004811;0,003598;98578,7;92561,58;191140,28
2007;51;272;479;751;0,002806;0,00528;0,004002;94543,46;88466,37;183009,83
2007;52;275;458;733;0,002957;0,005265;0,004073;91951,82;86267,12;178218,94
2007;53;302;494;796;0,003374;0,005882;0,004588;87716,74;82613,86;170330,6
2007;54;333;522;855;0,003901;0,006543;0,005177;82598,29;76978,41;159576,7
2007;55;327;535;862;0,004067;0,007206;0,005574;79431,34;72996,03;152427,37
2007;56;355;518;873;0,004588;0,007174;0,005836;75967,24;72114,9;148082,14
2007;57;412;604;1016;0,005285;0,008238;0,006716;79611,34;74652,66;154264
2007;58;406;695;1101;0,005412;0,00998;0,007611;71734,01;66300,49;138034,5
2007;59;411;707;1118;0,005898;0,01105;0,008364;68613,13;62951,95;131565,08
2007;60;424;763;1187;0,006469;0,012756;0,009469;64757,69;59131,13;123888,82
2007;61;487;758;1245;0,007604;0,012917;0,010144;63435,09;58734,94;122170,03
2007;62;498;834;1332;0,008026;0,014684;0,011208;60922,15;55597,79;116519,94
2007;63;532;865;1397;0,008893;0,015993;0,012264;59060,65;53319,18;112379,83
2007;64;551;914;1465;0,009512;0,017845;0,013422;57238,56;49984,6;107223,16
2007;65;630;894;1524;0,01122;0,018574;0,014614;55555,19;47036,3;102591,49
2007;66;619;961;1580;0,01176;0,02122;0,016135;50338,43;44338,92;94677,35
2007;67;665;1051;1716;0,013046;0,023788;0,018034;51950,42;44888,2;96838,62
2007;68;668;984;1652;0,013753;0,023817;0,018379;46024,1;38987,24;85011,34
2007;69;714;1042;1756;0,015752;0,027292;0,021028;45336,26;38405,22;83741,48
2007;70;682;960;1642;0,015028;0,025566;0,019799;46266,65;37855,77;84122,42
2007;71;753;1038;1791;0,017643;0,02995;0,023158;40156,75;32732,6;72889,35
2007;72;792;1101;1893;0,020292;0,034871;0,026812;38587,27;31456,29;70043,56
2007;73;848;1149;1997;0,023052;0,03953;0,030326;35746,19;27816,39;63562,58
2007;74;904;1262;2166;0,025678;0,046827;0,034848;35346,15;27110,99;62457,14
2007;75;1037;1284;2321;0,029269;0,048421;0,037467;36279,83;27019,45;63299,28
2007;76;1124;1429;2553;0,032993;0,056045;0,042861;32883,22;25247,17;58130,39
2007;77;1212;1424;2636;0,036532;0,057599;0,045528;34779,38;25775,82;60555,2
2007;78;1187;1370;2557;0,037338;0,060385;0,046936;30514,14;21374,25;51888,39
2007;79;1390;1455;2845;0,048903;0,074795;0,059423;27882,42;19073,38;46955,8
2007;80;1245;1329;2574;0,052362;0,082703;0,064598;22726,25;15140,95;37867,2
2007;81;1289;1189;2478;0,060237;0,086125;0,070389;21321,44;13707,78;35029,22
2007;82;1283;1241;2524;0,064287;0,09933;0,077778;19873,49;12487,45;32360,94
2007;83;1304;1136;2440;0,071195;0,102752;0,083074;18049,71;10809,01;28858,72
2007;84;1345;1135;2480;0,08165;0,119494;0,095491;16215,72;9318,08;25533,8
2007;85;1292;1065;2357;0,087119;0,131168;0,102703;14752,48;8015,4;22767,88
2007;86;1383;965;2348;0,10489;0,141158;0,117274;12953,25;6665,13;19618,38
2007;87;1246;835;2081;0,109769;0,14981;0,122955;11055,8;5375,49;16431,29
2007;88;1223;769;1992;0,125126;0,16993;0,139306;9715,67;4471,35;14187,02
2007;89;1116;689;1805;0,129777;0,18389;0,146199;8648,17;3745,36;12393,53
2007;90;1151;614;1765;0,155448;0,201272;0,168819;7298,42;3008,73;10307,15
2007;91;1041;552;1593;0,170099;0,232665;0,187578;6020,05;2311,19;8331,24
2007;92;941;428;1369;0,188091;0,236738;0,201004;4956,61;1782,22;6738,83
2007;93;827;382;1209;0,204936;0,278137;0,223523;3985,95;1364,38;5350,33
2007;94;738;303;1041;0,237984;0,305337;0,254312;2997,52;960,17;3957,69
2007;95;578;230;808;0,252138;0,330192;0,270328;2235,23;694,62;2929,85
2007;96;431;166;597;0,25637;0,338569;0,27493;1618,12;479,36;2097,48
2007;97;375;98;473;0,318982;0,290042;0,312522;1127,25;323,65;1450,9
2007;98;286;93;379;0,365988;0,412131;0,376327;759,05;221,08;980,13
2007;99;175;60;235;0,338642;0,426151;0,357379;499,91;135,05;634,96
2007;100;150;34;184;0,456586;0,401196;0,445228;316,64;80,07;396,71
2007;101;74;23;97;0,363735;0,446559;0,380467;196,61;49,96;246,57
2007;102;60;16;76;0,458733;0,533422;0,472666;129,55;28,54;158,09
2007;103;39;4;43;0,505323;0,209772;0,446769;72,19;18,77;90,96
2007;104;22;8;30;0,527578;0,674536;0,560119;40,29;10,88;51,17
2007;105;8;1;9;0,313849;0,143678;0,27735;24,82;7,11;31,93
2007;106;6;4;10;0,342955;0,732824;0,435667;16,9;6,33;23,23
2007;107;6;5;11;0,56926;2,111189;0,852163;10;2,78;12,78
2007;108;3;1;4;0,589584;4,166667;0,750704;4,46;0,44;4,9
2007;109;2;0;2;0,725953;0;0,658979;3,45;0,56;4,01
2007;110;2;0;2;0,429185;0;0,271003;4,36;2,44;6,8
2008;0;894;1054;1948;0,00755;0,008538;0,008054;116780,21;121818,85;238599,06
2008;1;61;82;143;0,000533;0,000687;0,000612;112366,26;117191,42;229557,68
2008;2;25;42;67;0,000223;0,000358;0,000292;111320,8;117183,9;228504,7
2008;3;29;29;58;0,000261;0,000249;0,000255;111623,46;116005,56;227629,02
2008;4;14;22;36;0,000125;0,000188;0,000157;113283,43;118345,69;231629,12
2008;5;18;20;38;0,000158;0,000168;0,000163;113789,58;118442,28;232231,86
2008;6;27;31;58;0,000241;0,000265;0,000253;110700,17;115571,63;226271,8
2008;7;16;26;42;0,000141;0,000219;0,000181;113970,22;118764,88;232735,1
2008;8;10;29;39;0,000087;0,000243;0,000166;116730,51;121203,25;237933,76
2008;9;20;21;41;0,000167;0,000169;0,000168;121038,56;125593,7;246632,26
2008;10;17;17;34;0,000139;0,000134;0,000136;124125;128901,74;253026,74
2008;11;16;27;43;0,000127;0,000206;0,000167;126900,21;131483,33;258383,54
2008;12;33;29;62;0,000257;0,000218;0,000237;130266,29;134588,6;264854,89
2008;13;34;32;66;0,000256;0,000233;0,000244;133867,39;138312,39;272179,78
2008;14;29;46;75;0,000216;0,000331;0,000274;135474,45;140363,19;275837,64
2008;15;38;71;109;0,000276;0,0005;0,00039;139177,38;143585,9;282763,28
2008;16;42;85;127;0,000299;0,000586;0,000445;142159,47;146537,02;288696,49
2008;17;65;89;154;0,000451;0,000598;0,000526;145332,26;150357,38;295689,64
2008;18;40;135;175;0,000274;0,000895;0,000589;145436,38;149999,01;295435,39
2008;19;51;163;214;0,000355;0,001102;0,000734;140111,86;144274,51;284386,37
2008;20;62;157;219;0,000447;0,001102;0,000779;136857,9;140557,41;277415,31
2008;21;41;162;203;0,000302;0,001169;0,00074;135018,64;136981,56;272000,2
2008;22;51;171;222;0,000392;0,001289;0,000845;125443,29;128540,08;253983,37
2008;23;44;158;202;0,000353;0,001234;0,000799;122611,36;126534,47;249145,83
2008;24;37;178;215;0,000303;0,001419;0,000869;123254,55;126616,22;249870,77
2008;25;49;156;205;0,000393;0,001236;0,000817;127201,49;127672,86;254874,35
2008;26;54;170;224;0,000417;0,001315;0,000866;127801,82;127452,67;255254,49
2008;27;42;153;195;0,00034;0,001236;0,000788;121371,51;122557,97;243929,48
2008;28;59;164;223;0,000488;0,00135;0,00092;119326,28;119801,35;239127,63
2008;29;61;158;219;0,000518;0,001348;0,000932;115722,42;114598,99;230321,41
2008;30;66;164;230;0,000577;0,001451;0,001011;113210,13;111980,42;225190,55
2008;31;52;186;238;0,000456;0,001664;0,001054;115333,26;112579,29;227912,55
2008;32;67;195;262;0,000569;0,001702;0,001128;120469,71;117170,91;237640,62
2008;33;72;194;266;0,000582;0,001605;0,001087;124555,37;122301,47;246856,84
2008;34;84;219;303;0,000676;0,001794;0,00123;124038,02;122337,57;246375,59
2008;35;64;211;275;0,000518;0,001745;0,001124;123857,9;120446,23;244304,13
2008;36;110;227;337;0,00088;0,001873;0,001369;122909,36;119114,85;242024,21
2008;37;90;228;318;0,00075;0,001965;0,001347;118105,36;114141,24;232246,6
2008;38;103;231;334;0,000872;0,00203;0,001441;120498,14;116150,21;236648,35
2008;39;98;248;346;0,000816;0,002142;0,001467;120363,89;116496,97;236860,86
2008;40;114;264;378;0,000943;0,002271;0,001594;120908,2;115854,79;236762,99
2008;41;143;314;457;0,001163;0,002679;0,001903;122917,35;116868,37;239785,72
2008;42;127;286;413;0,00102;0,002423;0,001703;126448,67;119806,67;246255,34
2008;43;163;310;473;0,001278;0,002575;0,001908;127520,93;120190,76;247711,69
2008;44;157;357;514;0,001252;0,003;0,002103;125533,6;120132,78;245666,38
2008;45;189;403;592;0,001503;0,003368;0,002413;124060,81;117904,84;241965,65
2008;46;203;417;620;0,001664;0,003633;0,002619;120604,95;112782,47;233387,42
2008;47;210;410;620;0,001775;0,003682;0,0027;115324,17;109459,52;224783,69
2008;48;197;387;584;0,001688;0,003508;0,002573;119168,11;112702,53;231870,64
2008;49;234;459;693;0,002071;0,004324;0,003162;107580,61;100735,59;208316,2
2008;50;290;458;748;0,002818;0,004739;0,003749;99536,08;94047,67;193583,75
2008;51;277;492;769;0,002773;0,005244;0,003969;98598,72;92324,67;190923,39
2008;52;255;515;770;0,002634;0,005701;0,004114;94350,3;87994,21;182344,51
2008;53;321;539;860;0,003463;0,006239;0,004802;91593,96;85618,43;177212,39
2008;54;302;562;864;0,003384;0,006742;0,005006;87535,08;82061,97;169597,05
2008;55;303;556;859;0,003557;0,007016;0,005224;82422,87;76504,58;158927,45
2008;56;338;563;901;0,004218;0,007634;0,005855;79094,51;72507,74;151602,25
2008;57;350;585;935;0,004543;0,008175;0,006292;75628,74;71353,64;146982,38
2008;58;437;654;1091;0,005651;0,00905;0,007293;78715,1;73392,03;152107,13
2008;59;417;697;1114;0,005606;0,010153;0,007788;71369,8;65586,68;136956,48
2008;60;436;747;1183;0,006284;0,011796;0,008914;68386,8;62367,08;130753,88
2008;61;448;790;1238;0,006853;0,013331;0,009933;64650,16;58630,68;123280,84
2008;62;518;841;1359;0,008114;0,014492;0,011151;63162,89;57987,7;121150,59
2008;63;519;818;1337;0,008408;0,014599;0,011354;60583,73;54844,43;115428,16
2008;64;573;887;1460;0,009644;0,016651;0,012956;58607,92;52447,73;111055,65
2008;65;615;918;1533;0,010709;0,018216;0,014218;56742,42;49221,48;105963,9
2008;66;586;956;1542;0,010542;0,020197;0,014983;54932,47;46235,2;101167,67
2008;67;632;1008;1640;0,012117;0,022689;0,01698;49992,32;43468,87;93461,19
2008;68;645;1027;1672;0,012802;0,023821;0,017883;51108,85;43632,7;94741,55
2008;69;650;1023;1673;0,013597;0,02547;0,019018;45315,9;37948,49;83264,39
2008;70;683;1004;1687;0,015325;0,027077;0,020662;44498,64;37242,52;81741,16
2008;71;750;1059;1809;0,016885;0,029164;0,022408;45196,04;36576,37;81772,41
2008;72;833;1037;1870;0,019946;0,030984;0,024856;39468,92;31683,75;71152,67
2008;73;788;1141;1929;0,020583;0,037451;0,028058;37819,14;30311,29;68130,43
2008;74;860;1155;2015;0,023851;0,041297;0,031472;35061,63;26786,78;61848,41
2008;75;916;1133;2049;0,026572;0,043714;0,033929;34577,77;26013,89;60591,66
2008;76;1016;1291;2307;0,029415;0,050884;0,038507;35267,5;25765,5;61033
2008;77;1109;1341;2450;0,033692;0,055632;0,042967;31575,01;23674,96;55249,97
2008;78;1230;1322;2552;0,038842;0,057236;0,0466;33069,72;24000,13;57069,85
2008;79;1222;1364;2586;0,040541;0,064788;0,050512;28953,91;19825,46;48779,37
2008;80;1344;1369;2713;0,05299;0,078647;0,063432;24813,91;16981,96;41795,87
2008;81;1225;1220;2445;0,054432;0,082461;0,06555;21471,38;13896,98;35368,36
2008;82;1197;1075;2272;0,059381;0,085096;0,069288;20038,39;12495,85;32534,24
2008;83;1359;1167;2526;0,072787;0,102915;0,084171;18576;11297,03;29873,03
2008;84;1297;1054;2351;0,076359;0,106124;0,087342;16721,03;9672,89;26393,92
2008;85;1225;961;2186;0,08068;0,113823;0,092524;14903,92;8216,45;23120,37
2008;86;1174;907;2081;0,08655;0,126906;0,100476;13409,11;7001,08;20410,19
2008;87;1205;811;2016;0,101009;0,136127;0,112706;11637,62;5766,5;17404,12
2008;88;1122;741;1863;0,110492;0,154834;0,124696;9828,65;4574,85;14403,5
2008;89;1093;659;1752;0,126512;0,172807;0,140689;8547,74;3746,28;12294,02
2008;90;1088;541;1629;0,145538;0,173556;0,153782;7493,18;3083,8;10576,98
2008;91;953;469;1422;0,150303;0,187361;0,160792;6203,24;2424,02;8627,26
2008;92;863;417;1280;0,166776;0,21852;0,180717;5039,6;1828,99;6868,59
2008;93;819;349;1168;0,197454;0,246236;0,209877;4080,58;1379,15;5459,73
2008;94;668;277;945;0,204224;0,264986;0,21894;3194,01;1019,84;4213,85
2008;95;549;221;770;0,223042;0,30146;0,241038;2337,92;694,15;3032,07
2008;96;436;144;580;0,2426;0,283552;0,251623;1736,22;497,41;2233,63
2008;97;355;119;474;0,276448;0,331067;0,288393;1217,73;350,14;1567,87
2008;98;258;67;325;0,300313;0,273937;0,294468;799,29;228,48;1027,77
2008;99;163;61;224;0,290025;0,392052;0,312147;530,13;145,2;675,33
2008;100;133;40;173;0,369607;0,435224;0,382957;335,91;88,15;424,06
2008;101;88;17;105;0,401054;0,298254;0,379857;208,06;52,19;260,25
2008;102;50;16;66;0,366981;0,476143;0,388578;130,24;30,85;161,09
2008;103;30;6;36;0,346741;0,301003;0,338176;81;19,22;100,22
2008;104;21;6;27;0,424342;0,461775;0,432127;42,45;12,54;54,99
2008;105;10;2;12;0,372648;0,256191;0,346404;25,92;6,77;32,69
2008;106;7;2;9;0,392413;0,43088;0,400356;17,91;4,44;22,35
2008;107;2;0;2;0,162668;0;0,13369;10,9;1,77;12,67
2008;108;3;0;3;0,426237;0;0,378629;5,63;0;5,63
2008;109;1;0;1;0,348028;0;0,348028;2;0;2
2008;110;1;0;1;0,192555;0;0,12205;4,9;3;7,9
2009;0;879;1119;1998;0,007244;0,008859;0,008068;119822,07;124811,18;244633,25
2009;1;67;69;136;0,000568;0,000561;0,000565;116432,79;121437,87;237870,66
2009;2;34;45;79;0,000298;0,000378;0,000338;112351,17;117160,02;229511,19
2009;3;22;37;59;0,000196;0,000315;0,000257;111269,69;117076,6;228346,29
2009;4;18;25;43;0,000162;0,000215;0,000189;111513,68;115944,48;227458,16
2009;5;27;22;49;0,000241;0,000188;0,000214;113218,04;118244,84;231462,88
2009;6;15;20;35;0,000132;0,000168;0,00015;114032,99;118703,98;232736,97
2009;7;11;25;36;0,000098;0,000213;0,000157;111514,63;116443,36;227957,99
2009;8;11;20;31;0,000096;0,000167;0,000133;114746,62;119633,89;234380,51
2009;9;18;20;38;0,000156;0,000166;0,000161;117285,9;121895,83;239181,73
2009;10;15;21;36;0,000125;0,000168;0,000147;121393,89;126047;247440,89
2009;11;17;18;35;0,000139;0,000141;0,00014;124477,99;129303,86;253781,85
2009;12;17;30;47;0,000134;0,000228;0,000182;127424,12;131986,43;259410,55
2009;13;15;34;49;0,000116;0,000255;0,000187;130739,31;135017,74;265757,05
2009;14;27;40;67;0,000202;0,000291;0,000247;134406,52;138743,41;273149,93
2009;15;45;56;101;0,000333;0,000401;0,000368;136015,93;140775,62;276791,55
2009;16;45;90;135;0,000326;0,000632;0,000481;139682,39;143990,91;283673,3
2009;17;40;110;150;0,000283;0,000757;0,000524;142657,78;146845,61;289503,39
2009;18;52;132;184;0,00036;0,000886;0,000627;145816,81;150622,96;296439,77
2009;19;45;151;196;0,000307;0,001;0,000659;145864,42;150219,06;296083,48
2009;20;45;169;214;0,000312;0,001142;0,000733;140531,63;144422,63;284954,26
2009;21;42;187;229;0,000302;0,001312;0,000814;137054,38;140484,58;277538,96
2009;22;46;157;203;0,000338;0,001135;0,00074;134956,53;136742,72;271699,25
2009;23;53;163;216;0,000406;0,00123;0,000822;125941,42;128604,69;254546,11
2009;24;58;178;236;0,000464;0,001391;0,000932;123003,01;126452,52;249455,53
2009;25;41;155;196;0,000335;0,001237;0,000791;123559,97;126418,79;249978,76
2009;26;45;168;213;0,00036;0,001331;0,000848;127617,28;127796;255413,28
2009;27;47;186;233;0,000362;0,001437;0,000899;128133,53;127533,2;255666,73
2009;28;61;175;236;0,000493;0,001414;0,000953;121617,5;122394,99;244012,49
2009;29;65;180;245;0,000537;0,001485;0,001011;119497,09;119544,26;239041,35
2009;30;66;155;221;0,00056;0,001325;0,000941;115820,68;114373,85;230194,53
2009;31;52;158;210;0,000454;0,001399;0,000923;113455,15;111904,6;225359,75
2009;32;70;165;235;0,000613;0,001476;0,00104;115603,68;112650,95;228254,63
2009;33;67;181;248;0,000568;0,00158;0,001067;120580,64;117100,59;237681,23
2009;34;65;187;252;0,000525;0,001549;0,00103;124591,42;122011,12;246602,54
2009;35;91;222;313;0,000732;0,001822;0,001271;124242,68;122181,68;246424,36
2009;36;77;216;293;0,000622;0,001789;0,001198;123937,28;120222,38;244159,66
2009;37;97;220;317;0,000776;0,00182;0,001289;122813,31;118711,2;241524,51
2009;38;90;209;299;0,00075;0,001806;0,001268;118147,33;113892,77;232040,1
2009;39;93;227;320;0,000789;0,002002;0,001384;120154,12;115506,64;235660,76
2009;40;101;272;373;0,000843;0,00236;0,001587;120324,1;116042,46;236366,56
2009;41;123;277;400;0,001017;0,002389;0,001688;121049,02;115697,47;236746,49
2009;42;129;319;448;0,001048;0,002726;0,001866;122922,65;116649,24;239571,89
2009;43;157;324;481;0,001263;0,002753;0,001987;126157,39;119335,32;245492,71
2009;44;186;350;536;0,001462;0,00292;0,00217;127184,58;119650,03;246834,61
2009;45;181;373;554;0,001447;0,003151;0,002276;125282,71;119438,69;244721,4
2009;46;198;423;621;0,001578;0,003553;0,002539;123914,89;117384,3;241299,19
2009;47;216;406;622;0,001775;0,003554;0,002636;120261,5;112222,38;232483,88
2009;48;238;467;705;0,002017;0,004217;0,003082;115136,61;108851,21;223987,82
2009;49;240;470;710;0,002069;0,004302;0,003152;118037,07;111228,57;229265,64
2009;50;246;506;752;0,00219;0,004812;0,003458;107350,71;100270,96;207621,67
2009;51;303;532;835;0,002944;0,005519;0,004189;99830,52;94044,42;193874,94
2009;52;280;481;761;0,002798;0,005135;0,003928;98612,52;92049,87;190662,39
2009;53;324;518;842;0,00335;0,00576;0,004511;94140,81;87462,31;181603,12
2009;54;329;580;909;0,003561;0,006764;0,005103;91214,47;84896,57;176111,04
2009;55;345;618;963;0,003879;0,007475;0,005611;87369,63;81458,67;168828,3
2009;56;360;591;951;0,004235;0,007512;0,00581;82255,53;76000,31;158255,84
2009;57;387;635;1022;0,004846;0,008674;0,006677;78755,01;71971,39;150726,4
2009;58;372;657;1029;0,004851;0,009274;0,006975;75279,74;70534,34;145814,08
2009;59;414;665;1079;0,005399;0,009343;0,007297;77801,1;72105,75;149906,85
2009;60;417;752;1169;0,005654;0,011119;0,008268;70989,11;64852,52;135841,63
2009;61;469;753;1222;0,006791;0,012022;0,009279;68134,05;61747,46;129881,51
2009;62;527;800;1327;0,008089;0,013633;0,010716;64515,37;58075,25;122590,62
2009;63;525;885;1410;0,008254;0,015431;0,011657;62864,72;57207,66;120072,38
2009;64;569;882;1451;0,00927;0,015968;0,012443;60213,99;54087,53;114301,52
2009;65;597;927;1524;0,010126;0,017682;0,013682;58104,91;51565,49;109670,4
2009;66;578;969;1547;0,010154;0,019563;0,014532;56235,28;48422,55;104657,83
2009;67;670;991;1661;0,012178;0,021319;0,016364;54324,57;45380,16;99704,73
2009;68;660;1010;1670;0,012776;0,023192;0,017541;49650,05;42587,72;92237,77
2009;69;686;1081;1767;0,01378;0,025721;0,019246;50286,39;42368,83;92655,22
2009;70;714;1038;1752;0,015183;0,026617;0,020366;44633,97;36912,11;81546,08
2009;71;700;1065;1765;0,01599;0,02963;0,02214;43640,35;36046,89;79687,24
2009;72;772;1096;1868;0,017785;0,031291;0,023816;44050,63;35248,14;79298,77
2009;73;770;1041;1811;0,018855;0,032269;0,024775;38744;30614,94;69358,94
2009;74;886;1155;2041;0,02361;0,039361;0,030522;37046,87;29143,58;66190,45
2009;75;852;1167;2019;0,024134;0,04339;0,032461;34367,81;25821,98;60189,79
2009;76;1009;1269;2278;0,029923;0,051009;0,038875;33811,36;24974,37;58785,73
2009;77;1066;1293;2359;0,031703;0,053409;0,040789;34272,8;24550,36;58823,16
2009;78;1214;1382;2596;0,038265;0,060752;0,047655;30265,66;22198,79;52464,45
2009;79;1256;1327;2583;0,041713;0,06176;0,050061;31333,63;22279,04;53612,67
2009;80;1335;1380;2715;0,052105;0,077023;0,062359;25902,38;17823,12;43725,5
2009;81;1403;1408;2811;0,058398;0,087712;0,070139;23525,75;15677,12;39202,87
2009;82;1349;1209;2558;0,063584;0,089101;0,073538;20272,74;12763,56;33036,3
2009;83;1199;1079;2278;0,063472;0,093758;0,074937;18762,53;11377,31;30139,84
2009;84;1292;1156;2448;0,074323;0,113047;0,088665;17244,33;10184,93;27429,26
2009;85;1281;1043;2324;0,081567;0,117538;0,094554;15451,56;8660,22;24111,78
2009;86;1343;937;2280;0,096398;0,125215;0,106467;13715,92;7286,45;21002,37
2009;87;1273;861;2134;0,103329;0,137316;0,114793;12214,74;6142,86;18357,6
2009;88;1221;771;1992;0,113882;0,149355;0,12541;10472,73;4991,34;15464,07
2009;89;1157;667;1824;0,128424;0,163589;0,139381;8727,79;3876,36;12604,15
2009;90;1034;595;1629;0,137038;0,186089;0,151637;7450,14;3145,82;10595,96
2009;91;997;544;1541;0,154484;0,210862;0,170585;6463,66;2575,43;9039,09
2009;92;919;421;1340;0,170087;0,206542;0,180073;5295,88;1979,9;7275,78
2009;93;824;358;1182;0,190623;0,234917;0,202168;4206,75;1451,54;5658,29
2009;94;686;283;969;0,201391;0,256402;0,214854;3344,4;1068,24;4412,64
2009;95;600;224;824;0,227184;0,282782;0,240012;2573,51;766,69;3340,2
2009;96;472;182;654;0,242505;0,33618;0,26289;1849,42;515,45;2364,87
2009;97;359;123;482;0,257421;0,335042;0,273596;1344,01;365,92;1709,93
2009;98;272;85;357;0,278749;0,324558;0,288442;914,64;259,29;1173,93
2009;99;173;77;250;0,268286;0,446006;0,305819;591,33;164,79;756,12
2009;100;154;41;195;0,380604;0,40713;0,38589;379,32;94,01;473,33
2009;101;90;32;122;0,366733;0,5319;0,399252;228,15;61,16;289,31
2009;102;58;20;78;0,388475;0,551724;0,420368;140,76;35,75;176,51
2009;103;45;9;54;0,493556;0,422238;0,480043;91,14;20,42;111,56
